"",".ID.","camadasConvolucionais","maxpooling1","batchNormalization1","camadasDensas","dropout","learningIndex","batchIndex","numEpocas","maxpooling2","maxpooling3","maxpooling4","maxpooling5","maxpooling6","maxpooling7","maxpooling8","batchNormalization2","batchNormalization3","batchNormalization4","batchNormalization5","batchNormalization6","batchNormalization7","batchNormalization8","numFiltrosInd2","numFiltrosInd3","numFiltrosInd4","numFiltrosInd5","numFiltrosInd6","numFiltrosInd7","numFiltrosInd8","tamanhoFiltros2","tamanhoFiltros3","tamanhoFiltros4","tamanhoFiltros5","tamanhoFiltros6","tamanhoFiltros7","tamanhoFiltros8","neuroniosDensos1","neuroniosDensos2",".PARENT."
"370",370,2,0,0,2,0.3,3,5,189,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,88,NA,18
"371",371,2,0,0,1,0.24,4,5,150,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,18
"372",372,2,0,0,3,0.31,4,4,269,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,84,60,38
"373",373,2,0,0,3,0.41,4,4,173,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,128,80,38
"374",374,1,0,0,2,0.32,4,7,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,18
"375",375,3,0,0,3,0.27,4,4,146,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,124,124,38
"376",376,1,0,0,2,0.22,4,5,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,18
"377",377,4,0,0,3,0.47,4,4,165,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,6,5,NA,NA,NA,NA,5,11,3,NA,NA,NA,NA,112,102,38
"378",378,1,0,0,2,0.33,4,4,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,18
"379",379,1,0,0,2,0.28,5,4,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,38
"380",380,4,0,0,2,0.33,4,7,164,0,1,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,7,6,8,NA,NA,NA,NA,5,11,3,NA,NA,NA,NA,116,NA,18
"381",381,1,0,0,2,0.36,4,4,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,18
"382",382,1,0,0,2,0.42,4,6,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,18
"383",383,3,0,0,3,0.48,3,6,129,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,114,96,38
"384",384,2,0,0,3,0.41,3,5,106,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,108,120,38
"385",385,1,0,0,3,0.38,2,5,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,108,38
"386",386,2,0,0,2,0.27,5,4,182,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,124,NA,18
"387",387,1,0,0,3,0.48,4,4,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,82,18
"388",388,1,0,0,3,0.36,4,4,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,124,38
"389",389,1,0,0,1,0.13,4,4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"390",390,1,0,0,3,0.39,5,4,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,80,38
"391",391,3,0,0,2,0.34,5,6,101,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,102,NA,18
"392",392,4,0,0,2,0.41,5,4,183,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,5,7,NA,NA,NA,NA,3,11,5,NA,NA,NA,NA,124,NA,38
"393",393,1,0,0,3,0.33,5,5,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,60,236
"394",394,1,0,0,2,0.3,5,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,18
"395",395,2,0,0,1,0.37,5,5,136,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"396",396,1,0,0,2,0.28,3,7,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,18
"397",397,1,0,0,2,0.15,4,4,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,18
"398",398,2,0,0,3,0.23,5,4,52,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,100,30,18
"399",399,2,0,0,2,0.33,5,5,131,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,114,NA,18
"400",400,6,0,0,2,0.41,4,6,161,0,1,0,1,1,NA,NA,0,0,1,0,0,NA,NA,6,6,6,6,6,NA,NA,7,11,5,3,11,NA,NA,120,NA,192
"401",401,5,0,0,3,0.4,5,5,82,0,1,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA,6,5,6,8,NA,NA,NA,5,9,7,7,NA,NA,NA,92,128,38
"402",402,2,0,0,2,0.41,4,5,91,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,106,NA,18
"403",403,2,0,0,2,0.33,5,6,99,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,110,NA,18
"404",404,3,0,0,2,0.22,3,5,58,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,100,NA,18
"405",405,3,0,0,2,0.38,5,5,94,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,7,9,NA,NA,NA,NA,NA,74,NA,18
"406",406,1,0,0,2,0.26,5,6,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,18
"407",407,3,0,0,3,0.46,2,5,136,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,90,86,38
"408",408,3,0,0,2,0.19,3,5,45,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,118,NA,18
"409",409,2,0,0,3,0.38,3,5,160,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,74,116,38
"410",410,1,0,0,2,0.12,4,5,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,18
"411",411,4,0,0,2,0.46,3,5,151,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,6,6,6,NA,NA,NA,NA,5,11,5,NA,NA,NA,NA,82,NA,192
"412",412,3,0,0,3,0.41,4,4,106,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,106,88,38
"413",413,4,0,0,2,0.22,4,7,138,0,1,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,6,5,5,NA,NA,NA,NA,7,9,5,NA,NA,NA,NA,108,NA,18
"414",414,3,0,0,1,0.37,5,4,57,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18
"415",415,2,0,0,2,0.28,4,6,91,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,120,NA,18
"416",416,6,0,0,3,0.49,4,5,145,0,1,0,1,0,NA,NA,0,0,1,0,1,NA,NA,6,6,7,5,6,NA,NA,5,11,7,5,9,NA,NA,94,104,192
"417",417,4,0,0,2,0.2,4,5,93,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,5,5,8,NA,NA,NA,NA,7,11,9,NA,NA,NA,NA,104,NA,18
"418",418,3,0,0,3,0.44,4,4,174,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,112,116,38
"419",419,2,0,0,3,0.47,4,4,73,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,126,124,38
"420",420,2,0,0,3,0.47,4,5,133,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,76,102,38
"421",421,4,0,0,2,0.39,5,5,155,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,5,7,NA,NA,NA,NA,5,11,3,NA,NA,NA,NA,110,NA,38
"422",422,2,0,0,2,0.34,4,4,113,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,110,NA,18
"423",423,4,0,0,2,0.44,4,4,171,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,5,5,NA,NA,NA,NA,3,11,11,NA,NA,NA,NA,92,NA,38
"424",424,1,0,0,2,0.25,5,5,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,18
"425",425,1,0,0,2,0.32,3,5,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,18
"426",426,2,0,0,3,0.46,5,5,173,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,128,96,38
"427",427,5,0,0,2,0.31,4,4,181,0,1,0,1,NA,NA,NA,0,0,1,0,NA,NA,NA,7,7,5,6,NA,NA,NA,7,11,5,7,NA,NA,NA,122,NA,192
"428",428,4,0,0,2,0.29,5,6,145,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,6,5,6,NA,NA,NA,NA,3,9,7,NA,NA,NA,NA,82,NA,18
"429",429,4,0,0,3,0.45,4,4,203,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,8,6,7,NA,NA,NA,NA,3,11,7,NA,NA,NA,NA,116,58,236
"430",430,2,0,0,2,0.25,3,5,37,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,88,NA,18
"431",431,3,0,0,2,0.14,3,4,122,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,7,9,NA,NA,NA,NA,NA,96,NA,18
"432",432,1,0,0,2,0.29,4,6,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,18
"433",433,5,0,0,3,0.44,4,4,84,0,1,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,7,6,5,7,NA,NA,NA,5,9,9,11,NA,NA,NA,116,126,38
"434",434,2,0,0,2,0.41,4,5,166,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,102,NA,38
"435",435,1,0,0,2,0.25,2,5,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,18
"436",436,2,0,0,2,0.49,3,5,108,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,112,NA,38
"437",437,2,0,0,2,0.28,3,4,86,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,114,NA,18
"438",438,2,0,0,3,0.35,3,5,112,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,126,102,38
"439",439,1,0,0,2,0.35,3,5,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,18
"440",440,2,0,0,3,0.36,4,5,70,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,104,106,38
"441",441,2,0,0,1,0.27,5,4,196,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"442",442,5,0,0,2,0.49,4,5,83,0,1,0,1,NA,NA,NA,0,0,1,0,NA,NA,NA,7,6,6,6,NA,NA,NA,5,11,5,5,NA,NA,NA,104,NA,192
"443",443,3,0,0,3,0.5,4,6,60,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,120,120,38
"444",444,4,0,0,2,0.15,4,4,123,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,5,7,NA,NA,NA,NA,5,11,11,NA,NA,NA,NA,104,NA,18
"445",445,3,0,0,2,0.21,5,6,122,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,88,NA,18
"446",446,4,0,0,3,0.31,4,4,153,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,5,6,NA,NA,NA,NA,3,11,3,NA,NA,NA,NA,126,94,38
"447",447,2,0,0,3,0.34,4,5,167,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,124,120,38
"448",448,2,0,0,2,0.42,4,5,103,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,112,NA,18
"449",449,2,0,0,2,0.24,4,4,134,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,92,NA,18
"450",450,2,0,0,2,0.27,4,4,117,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,86,NA,18
"451",451,1,0,0,3,0.22,3,4,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,110,18
"452",452,2,0,0,2,0.32,3,6,97,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,126,NA,18
"453",453,3,0,0,3,0.5,3,5,100,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,86,120,38
"454",454,3,0,0,3,0.4,4,5,180,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,116,122,38
"455",455,3,0,0,2,0.31,5,5,55,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,94,NA,18
"456",456,4,0,0,3,0.45,2,4,163,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,5,8,NA,NA,NA,NA,3,11,3,NA,NA,NA,NA,116,100,38
"457",457,2,0,0,2,0.29,3,4,109,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,112,NA,18
"458",458,3,0,0,1,0.37,4,6,116,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,18
"459",459,2,0,0,3,0.48,3,6,133,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,74,92,236
"460",460,3,0,0,2,0.29,5,6,191,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,98,NA,18
"461",461,3,0,0,3,0.42,2,4,70,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,96,116,38
"462",462,3,0,0,2,0.29,4,6,115,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,102,NA,18
"463",463,5,0,0,3,0.4,5,4,150,0,1,1,0,NA,NA,NA,0,0,0,0,NA,NA,NA,8,5,8,8,NA,NA,NA,3,11,3,7,NA,NA,NA,98,106,38
"464",464,5,0,0,2,0.44,4,5,155,0,1,0,1,NA,NA,NA,0,0,1,0,NA,NA,NA,6,6,6,6,NA,NA,NA,5,11,5,5,NA,NA,NA,124,NA,192
"465",465,3,0,0,3,0.35,4,4,129,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,112,108,38
"466",466,2,0,0,3,0.35,4,4,148,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,108,116,38
